product,price,link
"MSI Modern 14, Intel 12th Gen. i7-1255U, 36CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Intel Iris Xe Graphics/Classic Black/1.4Kg), C12M-459IN","49,780",https://www.amazon.in/MSI-i7-1255U-Windows-Graphics-C12M-459IN/dp/B09YCX5F52/ref=sr_1_8?crid=3QDIM6E397P10&dib=eyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHphoQFK057PMSE9YNujNUKfMYe5BCZGqe5f2d3rqHNOyDHkcpeWVwFg_f_NlXk05eW6boR2811IGRgzQg0vRHABe4s2o3YAfGdZrfTf44ER3gcXYJsilxwhRA3DxDtrSVbeW1t2AZofSDv7bbKvCVjwEZg_WqWtnFkTp_UDtxD0Leh4bU5UBBZ5vduc72orC6JCpEHmhXN004_ADpw-UZNWA.gEE6TP47mqtsR8YQk_UK2t-RJ5WIoE_uLYwifL0H7aI&dib_tag=se&keywords=laptops+under+50000&qid=1718191646&sprefix=laptops+under+50000%2Caps%2C230&sr=8-8
"Lenovo IdeaPad 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office 2021/Cloud Grey/1.61Kg), 82R400ERIN","38,990",https://www.amazon.in/Lenovo-IdeaPad-Laptop-Windows-82R400ERIN/dp/B0CP2KRYLM/ref=sr_1_9?crid=3QDIM6E397P10&dib=eyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHphoQFK057PMSE9YNujNUKfMYe5BCZGqe5f2d3rqHNOyDHkcpeWVwFg_f_NlXk05eW6boR2811IGRgzQg0vRHABe4s2o3YAfGdZrfTf44ER3gcXYJsilxwhRA3DxDtrSVbeW1t2AZofSDv7bbKvCVjwEZg_WqWtnFkTp_UDtxD0Leh4bU5UBBZ5vduc72orC6JCpEHmhXN004_ADpw-UZNWA.gEE6TP47mqtsR8YQk_UK2t-RJ5WIoE_uLYwifL0H7aI&dib_tag=se&keywords=laptops+under+50000&qid=1718191646&sprefix=laptops+under+50000%2Caps%2C230&sr=8-9
"HONOR MagicBook X16 (2024), 12th Gen Intel Core i5-12450H, 16-inch (40.64 cm) FHD IPS Anti-Glare Thin and Light Laptop (16GB/512GB PCIe SSD/Windows 11/ Full-Size Numeric Keyboard /1.68Kg), Gray","45,990",https://www.amazon.in/MagicBook-i5-12450H-Anti-Glare-Full-Size-Keyboard/dp/B0CRQB4HBP/ref=sr_1_10?crid=3QDIM6E397P10&dib=eyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHphoQFK057PMSE9YNujNUKfMYe5BCZGqe5f2d3rqHNOyDHkcpeWVwFg_f_NlXk05eW6boR2811IGRgzQg0vRHABe4s2o3YAfGdZrfTf44ER3gcXYJsilxwhRA3DxDtrSVbeW1t2AZofSDv7bbKvCVjwEZg_WqWtnFkTp_UDtxD0Leh4bU5UBBZ5vduc72orC6JCpEHmhXN004_ADpw-UZNWA.gEE6TP47mqtsR8YQk_UK2t-RJ5WIoE_uLYwifL0H7aI&dib_tag=se&keywords=laptops+under+50000&qid=1718191646&sprefix=laptops+under+50000%2Caps%2C230&sr=8-10
"Acer Aspire Lite AMD Ryzen 5 5500U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG","35,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NjE2MDU3NTIyMjM4MTYzOjE3MTgxOTE2NDY6c3BfbXRmOjMwMDE2NDUwMzA1NjAzMjo6MDo6&url=%2FAcer-Premium-Windows-AL15-41-Display%2Fdp%2FB0CB7S1RTX%2Fref%3Dsr_1_11_sspa%3Fcrid%3D3QDIM6E397P10%26dib%3DeyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHphoQFK057PMSE9YNujNUKfMYe5BCZGqe5f2d3rqHNOyDHkcpeWVwFg_f_NlXk05eW6boR2811IGRgzQg0vRHABe4s2o3YAfGdZrfTf44ER3gcXYJsilxwhRA3DxDtrSVbeW1t2AZofSDv7bbKvCVjwEZg_WqWtnFkTp_UDtxD0Leh4bU5UBBZ5vduc72orC6JCpEHmhXN004_ADpw-UZNWA.gEE6TP47mqtsR8YQk_UK2t-RJ5WIoE_uLYwifL0H7aI%26dib_tag%3Dse%26keywords%3Dlaptops%2Bunder%2B50000%26qid%3D1718191646%26sprefix%3Dlaptops%2Bunder%2B50000%252Caps%252C230%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Dell 14 Thin & Light Laptop, Intel 12th Gen Core i5-1235U Processor/8GB/512GB SSD/14.0"" (35.56cm) FHD Display/Intel UHD Graphics/Spill-Resistant Keyboard/Win 11 + MSO'21/Black/15 Month McAfee, 1.48kg","45,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NjE2MDU3NTIyMjM4MTYzOjE3MTgxOTE2NDY6c3BfbXRmOjMwMDA1MDc3OTU5NDYzMjo6MDo6&url=%2FDell-14-Rheinland-Certified-Comfortview%2Fdp%2FB0BQJ7NMVM%2Fref%3Dsr_1_12_sspa%3Fcrid%3D3QDIM6E397P10%26dib%3DeyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHphoQFK057PMSE9YNujNUKfMYe5BCZGqe5f2d3rqHNOyDHkcpeWVwFg_f_NlXk05eW6boR2811IGRgzQg0vRHABe4s2o3YAfGdZrfTf44ER3gcXYJsilxwhRA3DxDtrSVbeW1t2AZofSDv7bbKvCVjwEZg_WqWtnFkTp_UDtxD0Leh4bU5UBBZ5vduc72orC6JCpEHmhXN004_ADpw-UZNWA.gEE6TP47mqtsR8YQk_UK2t-RJ5WIoE_uLYwifL0H7aI%26dib_tag%3Dse%26keywords%3Dlaptops%2Bunder%2B50000%26qid%3D1718191646%26sprefix%3Dlaptops%2Bunder%2B50000%252Caps%252C230%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Chuwi HeroBook Pro 14.1'' Intel Celeron N4020 Laptop with 8GB RAM, 256GB SSD, Windows 11, 1TB Expand, FHD IPS, Ultra Slim, USB3.0, Mini-HDMI, Webcam","16,490",https://aax-eu.amazon.in/x/c/RJ2ftKsxvlbiTr8lglExLqwAAAGQDDPncwMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICAUuK4n/https://www.amazon.in/Chuwi-HeroBook-Pro-Celeron-Mini-HDMI/dp/B00OKAFZHO/ref=sxin_23_sbv_search_btf?content-id=amzn1.sym.b42c24c1-350c-4ffc-af23-8292fe4c8462%3Aamzn1.sym.b42c24c1-350c-4ffc-af23-8292fe4c8462&crid=3QDIM6E397P10&cv_ct_cx=laptops+under+50000&dib=eyJ2IjoiMSJ9.wI6EfJnEN7KerJZw-iExFw.I_KmmuyzKbd7wM9uMz9hhilD0_g-lvkYxfHQx00NKwc&dib_tag=se&keywords=laptops+under+50000&pd_rd_i=B00OKAFZHO&pd_rd_r=8b7f672e-69f0-45d7-86de-89b047ce65ea&pd_rd_w=WvUee&pd_rd_wg=9ufCM&pf_rd_p=b42c24c1-350c-4ffc-af23-8292fe4c8462&pf_rd_r=Q790SSQ0FHNVX1HZHTAK&qid=1718191646&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=laptops+under+50000%2Caps%2C230&sr=1-1-9131241a-a358-4619-a7b8-0f5a65d91d81
"Lenovo IdeaPad Slim 3 AMD Ryzen 7 5700U 15.6"" FHD Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Arctic Grey/1.65Kg), 82KU024JIN","46,300",https://www.amazon.in/Lenovo-IdeaPad-Laptop-Windows-82KU024JIN/dp/B0CP2DWWFS/ref=sr_1_13?crid=3QDIM6E397P10&dib=eyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHphoQFK057PMSE9YNujNUKfMYe5BCZGqe5f2d3rqHNOyDHkcpeWVwFg_f_NlXk05eW6boR2811IGRgzQg0vRHABe4s2o3YAfGdZrfTf44ER3gcXYJsilxwhRA3DxDtrSVbeW1t2AZofSDv7bbKvCVjwEZg_WqWtnFkTp_UDtxD0Leh4bU5UBBZ5vduc72orC6JCpEHmhXN004_ADpw-UZNWA.gEE6TP47mqtsR8YQk_UK2t-RJ5WIoE_uLYwifL0H7aI&dib_tag=se&keywords=laptops+under+50000&qid=1718191646&sprefix=laptops+under+50000%2Caps%2C230&sr=8-13
"Lenovo IdeaPad Gaming 3 Intel Core i5-11320H 15.6"" (39.62cm) FHD IPS 250nits 120Hz Gaming Laptop (16GB/512GB SSD/Win 11/Office 21/NVIDIA GTX 1650 4GB/Alexa/3 Month Game Pass/Black/2.2Kg), 82K101M5IN","49,990",https://www.amazon.in/Lenovo-IdeaPad-i5-11320H-39-62cm-82K101M5IN/dp/B0CX59LSHB/ref=sr_1_14?crid=3QDIM6E397P10&dib=eyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHphoQFK057PMSE9YNujNUKfMYe5BCZGqe5f2d3rqHNOyDHkcpeWVwFg_f_NlXk05eW6boR2811IGRgzQg0vRHABe4s2o3YAfGdZrfTf44ER3gcXYJsilxwhRA3DxDtrSVbeW1t2AZofSDv7bbKvCVjwEZg_WqWtnFkTp_UDtxD0Leh4bU5UBBZ5vduc72orC6JCpEHmhXN004_ADpw-UZNWA.gEE6TP47mqtsR8YQk_UK2t-RJ5WIoE_uLYwifL0H7aI&dib_tag=se&keywords=laptops+under+50000&qid=1718191646&sprefix=laptops+under+50000%2Caps%2C230&sr=8-14
"Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin and Light Metal Laptop (Windows 11 Home/16GB RAM/512GB SSD/Intel Iris Xe Graphics/MSO) AL15-52, 39.62cm (15.6"") Full HD Display, Steel Gray, 1.59 KG","46,190",https://www.amazon.in/Acer-i5-1235U-Windows-Graphics-AL15-52/dp/B0CY1YWC3Y/ref=sr_1_15?crid=3QDIM6E397P10&dib=eyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHphoQFK057PMSE9YNujNUKfMYe5BCZGqe5f2d3rqHNOyDHkcpeWVwFg_f_NlXk05eW6boR2811IGRgzQg0vRHABe4s2o3YAfGdZrfTf44ER3gcXYJsilxwhRA3DxDtrSVbeW1t2AZofSDv7bbKvCVjwEZg_WqWtnFkTp_UDtxD0Leh4bU5UBBZ5vduc72orC6JCpEHmhXN004_ADpw-UZNWA.gEE6TP47mqtsR8YQk_UK2t-RJ5WIoE_uLYwifL0H7aI&dib_tag=se&keywords=laptops+under+50000&qid=1718191646&sprefix=laptops+under+50000%2Caps%2C230&sr=8-15
"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.63 kg), E1504FA-NJ542WS","45,990",https://www.amazon.in/ASUS-Vivobook-Laptop-Windows-E1504FA-NJ542WS/dp/B0BTWF2BQX/ref=sr_1_16?crid=3QDIM6E397P10&dib=eyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHphoQFK057PMSE9YNujNUKfMYe5BCZGqe5f2d3rqHNOyDHkcpeWVwFg_f_NlXk05eW6boR2811IGRgzQg0vRHABe4s2o3YAfGdZrfTf44ER3gcXYJsilxwhRA3DxDtrSVbeW1t2AZofSDv7bbKvCVjwEZg_WqWtnFkTp_UDtxD0Leh4bU5UBBZ5vduc72orC6JCpEHmhXN004_ADpw-UZNWA.gEE6TP47mqtsR8YQk_UK2t-RJ5WIoE_uLYwifL0H7aI&dib_tag=se&keywords=laptops+under+50000&qid=1718191646&sprefix=laptops+under+50000%2Caps%2C230&sr=8-16
"HP 15s, Ryzen 5-5500U, 16GB RAM/512GB SSD 15.6-inches(39.6 cm) FHD, Micro-Edge, Anti-Glare Laptop/Alexa Built-in/Windows 11 /AMD Radeon Graphics/Dual Speakers/MS Office 2021/1.69 Kg, 15s-eq2182AU","42,990",https://www.amazon.in/HP-15-6-inches-Micro-Edge-Anti-Glare-15s-eq2182AU/dp/B0B4N77Y34/ref=sr_1_17?crid=3QDIM6E397P10&dib=eyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHphoQFK057PMSE9YNujNUKfMYe5BCZGqe5f2d3rqHNOyDHkcpeWVwFg_f_NlXk05eW6boR2811IGRgzQg0vRHABe4s2o3YAfGdZrfTf44ER3gcXYJsilxwhRA3DxDtrSVbeW1t2AZofSDv7bbKvCVjwEZg_WqWtnFkTp_UDtxD0Leh4bU5UBBZ5vduc72orC6JCpEHmhXN004_ADpw-UZNWA.gEE6TP47mqtsR8YQk_UK2t-RJ5WIoE_uLYwifL0H7aI&dib_tag=se&keywords=laptops+under+50000&qid=1718191646&sprefix=laptops+under+50000%2Caps%2C230&sr=8-17
"HP Laptop 14, AMD Ryzen 5 7520U, 14-inch (35.6 cm), FHD, 16GB LPDDR5, 512GB SSD, AMD Radeon Graphics, FPR, FHD Camera w/Privacy Shutter, Backlit KB (Win 11, MSO 2021, Silver, 1.4 kg), em0027AU","49,990",https://www.amazon.in/HP-14-inch-Graphics-Privacy-em0027AU/dp/B0C42XMXG1/ref=sr_1_18?crid=3QDIM6E397P10&dib=eyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHphoQFK057PMSE9YNujNUKfMYe5BCZGqe5f2d3rqHNOyDHkcpeWVwFg_f_NlXk05eW6boR2811IGRgzQg0vRHABe4s2o3YAfGdZrfTf44ER3gcXYJsilxwhRA3DxDtrSVbeW1t2AZofSDv7bbKvCVjwEZg_WqWtnFkTp_UDtxD0Leh4bU5UBBZ5vduc72orC6JCpEHmhXN004_ADpw-UZNWA.gEE6TP47mqtsR8YQk_UK2t-RJ5WIoE_uLYwifL0H7aI&dib_tag=se&keywords=laptops+under+50000&qid=1718191646&sprefix=laptops+under+50000%2Caps%2C230&sr=8-18
"HP Laptop 15, 12th Gen i5-1235U, 15.6-inch (39.6 cm), FHD, Anti-Glare, 8GB DDR4, 512GB SSD, Intel Iris Xá¶± Graphics, Backlit Keyboard, Dual Speakers, (Win 11, MSO 2021, Silver, 1.69 kg), 15s-fy5007TU","46,990",https://www.amazon.in/HP-i5-1235U-15-6-inch-Anti-Glare-15s-fy5007TU/dp/B0CJBP38HR/ref=sr_1_19?crid=3QDIM6E397P10&dib=eyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHphoQFK057PMSE9YNujNUKfMYe5BCZGqe5f2d3rqHNOyDHkcpeWVwFg_f_NlXk05eW6boR2811IGRgzQg0vRHABe4s2o3YAfGdZrfTf44ER3gcXYJsilxwhRA3DxDtrSVbeW1t2AZofSDv7bbKvCVjwEZg_WqWtnFkTp_UDtxD0Leh4bU5UBBZ5vduc72orC6JCpEHmhXN004_ADpw-UZNWA.gEE6TP47mqtsR8YQk_UK2t-RJ5WIoE_uLYwifL0H7aI&dib_tag=se&keywords=laptops+under+50000&qid=1718191646&sprefix=laptops+under+50000%2Caps%2C230&sr=8-19
"realme Book(Slim) Evo Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 10 Home) RMNB1002 Thin and Light Laptop (14 inch, Real Gray, 1.38 kg, with MS Office)","42,490",https://www.amazon.in/realme-Book-Slim-Core-1135G7/dp/B0D1FYG83R/ref=sr_1_20?crid=3QDIM6E397P10&dib=eyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHphoQFK057PMSE9YNujNUKfMYe5BCZGqe5f2d3rqHNOyDHkcpeWVwFg_f_NlXk05eW6boR2811IGRgzQg0vRHABe4s2o3YAfGdZrfTf44ER3gcXYJsilxwhRA3DxDtrSVbeW1t2AZofSDv7bbKvCVjwEZg_WqWtnFkTp_UDtxD0Leh4bU5UBBZ5vduc72orC6JCpEHmhXN004_ADpw-UZNWA.gEE6TP47mqtsR8YQk_UK2t-RJ5WIoE_uLYwifL0H7aI&dib_tag=se&keywords=laptops+under+50000&qid=1718191646&sprefix=laptops+under+50000%2Caps%2C230&sr=8-20
"Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin and Light Metal Laptop (Windows 11 Home/16GB RAM/512GB SSD/Intel Iris Xe Graphics/MSO) AL15-52, 39.62cm (15.6"") Full HD Display, Steel Gray, 1.59 KG","46,190",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NjE2MDU3NTIyMjM4MTYzOjE3MTgxOTE2NDY6c3BfYnRmOjMwMDE2MDAyNzAyNDIzMjo6MDo6&url=%2FAcer-i5-1235U-Windows-Graphics-AL15-52%2Fdp%2FB0CY1YWC3Y%2Fref%3Dsr_1_21_sspa%3Fcrid%3D3QDIM6E397P10%26dib%3DeyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHphoQFK057PMSE9YNujNUKfMYe5BCZGqe5f2d3rqHNOyDHkcpeWVwFg_f_NlXk05eW6boR2811IGRgzQg0vRHABe4s2o3YAfGdZrfTf44ER3gcXYJsilxwhRA3DxDtrSVbeW1t2AZofSDv7bbKvCVjwEZg_WqWtnFkTp_UDtxD0Leh4bU5UBBZ5vduc72orC6JCpEHmhXN004_ADpw-UZNWA.gEE6TP47mqtsR8YQk_UK2t-RJ5WIoE_uLYwifL0H7aI%26dib_tag%3Dse%26keywords%3Dlaptops%2Bunder%2B50000%26qid%3D1718191646%26sprefix%3Dlaptops%2Bunder%2B50000%252Caps%252C230%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"MSI Thin A15, Ryzen 5 7535Hs, 40Cm Fhd 144Hz Gaming Laptop(16Gb/512 Gb Nvme Ssd/Windows 11 Home/Nvidia Geforce RTX 3050, Gddr6 4Gb /Cosmos Gray/1.86Kg), B7Uc-067In - AMD","71,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NjE2MDU3NTIyMjM4MTYzOjE3MTgxOTE2NDY6c3BfYnRmOjMwMDE1ODg2NzEwMDYzMjo6MDo6&url=%2FMSI-7535Hs-Windows-Geforce-B7Uc-067In%2Fdp%2FB0CV5FB6DG%2Fref%3Dsr_1_22_sspa%3Fcrid%3D3QDIM6E397P10%26dib%3DeyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHphoQFK057PMSE9YNujNUKfMYe5BCZGqe5f2d3rqHNOyDHkcpeWVwFg_f_NlXk05eW6boR2811IGRgzQg0vRHABe4s2o3YAfGdZrfTf44ER3gcXYJsilxwhRA3DxDtrSVbeW1t2AZofSDv7bbKvCVjwEZg_WqWtnFkTp_UDtxD0Leh4bU5UBBZ5vduc72orC6JCpEHmhXN004_ADpw-UZNWA.gEE6TP47mqtsR8YQk_UK2t-RJ5WIoE_uLYwifL0H7aI%26dib_tag%3Dse%26keywords%3Dlaptops%2Bunder%2B50000%26qid%3D1718191646%26sprefix%3Dlaptops%2Bunder%2B50000%252Caps%252C230%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
